teryt,municipality,county,voivodeship
1423022,Gielniów,przysuski,mazowieckie
1423032,Klwów,przysuski,mazowieckie
1423042,Odrzywół,przysuski,mazowieckie
1423052,Potworów,przysuski,mazowieckie
1423063,Przysucha,przysuski,mazowieckie
1423072,Rusinów,przysuski,mazowieckie
1423082,Wieniawa,przysuski,mazowieckie
1424012,Gzy,pułtuski,mazowieckie
1424022,Obryte,pułtuski,mazowieckie
1424032,Pokrzywnica,pułtuski,mazowieckie
1424043,Pułtusk,pułtuski,mazowieckie
1424052,Świercze,pułtuski,mazowieckie
1424062,Winnica,pułtuski,mazowieckie
1424072,Zatory,pułtuski,mazowieckie
1425011,Pionki,radomski,mazowieckie
1425022,Gózd,radomski,mazowieckie
1425033,Iłża,radomski,mazowieckie
1425042,Jastrzębia,radomski,mazowieckie
1425052,Jedlińsk,radomski,mazowieckie
1425062,Jedlnia-Letnisko,radomski,mazowieckie
1425072,Kowala,radomski,mazowieckie
1425082,Pionki,radomski,mazowieckie
1425092,Przytyk,radomski,mazowieckie
1425103,Skaryszew,radomski,mazowieckie
1425112,Wierzbica,radomski,mazowieckie
1425122,Wolanów,radomski,mazowieckie
1425132,Zakrzew,radomski,mazowieckie
1426012,Domanice,siedlecki,mazowieckie
1426022,Korczew,siedlecki,mazowieckie
1426032,Kotuń,siedlecki,mazowieckie
1426042,Mokobody,siedlecki,mazowieckie
1426053,Mordy,siedlecki,mazowieckie
1426062,Paprotnia,siedlecki,mazowieckie
1426072,Przesmyki,siedlecki,mazowieckie
1426082,Siedlce,siedlecki,mazowieckie
1426092,Skórzec,siedlecki,mazowieckie
1426102,Suchożebry,siedlecki,mazowieckie
1426112,Wiśniew,siedlecki,mazowieckie
1426122,Wodynie,siedlecki,mazowieckie
1426132,Zbuczyn,siedlecki,mazowieckie
1427011,Sierpc,sierpecki,mazowieckie
1427022,Gozdowo,sierpecki,mazowieckie
1427032,Mochowo,sierpecki,mazowieckie
1427042,Rościszewo,sierpecki,mazowieckie
1427052,Sierpc,sierpecki,mazowieckie
1427062,Szczutowo,sierpecki,mazowieckie
1427072,Zawidz,sierpecki,mazowieckie
1428011,Sochaczew,sochaczewski,mazowieckie
1428022,Brochów,sochaczewski,mazowieckie
1428032,Iłów,sochaczewski,mazowieckie
1428042,Młodzieszyn,sochaczewski,mazowieckie
1428052,Nowa Sucha,sochaczewski,mazowieckie
1428062,Rybno,sochaczewski,mazowieckie
1428072,Sochaczew,sochaczewski,mazowieckie
1428082,Teresin,sochaczewski,mazowieckie
1429011,Sokołów Podlaski,sokołowski,mazowieckie
1429022,Bielany,sokołowski,mazowieckie
1429032,Ceranów,sokołowski,mazowieckie
1429042,Jabłonna Lacka,sokołowski,mazowieckie
1429053,Kosów Lacki,sokołowski,mazowieckie
1429062,Repki,sokołowski,mazowieckie
1429072,Sabnie,sokołowski,mazowieckie
1429082,Sokołów Podlaski,sokołowski,mazowieckie
1429092,Sterdyń,sokołowski,mazowieckie
1430012,Chlewiska,szydłowiecki,mazowieckie
1430022,Jastrząb,szydłowiecki,mazowieckie
1430032,Mirów,szydłowiecki,mazowieckie
1430042,Orońsko,szydłowiecki,mazowieckie
1430053,Szydłowiec,szydłowiecki,mazowieckie
1432013,Błonie,warszawski zachodni,mazowieckie
1432022,Izabelin,warszawski zachodni,mazowieckie
1432032,Kampinos,warszawski zachodni,mazowieckie
1432042,Leszno,warszawski zachodni,mazowieckie
1432053,Łomianki,warszawski zachodni,mazowieckie
1432063,Ożarów Mazowiecki,warszawski zachodni,mazowieckie
1432072,Stare Babice,warszawski zachodni,mazowieckie
1433011,Węgrów,węgrowski,mazowieckie
1433022,Grębków,węgrowski,mazowieckie
1433032,Korytnica,węgrowski,mazowieckie
1433042,Liw,węgrowski,mazowieckie
1433053,Łochów,węgrowski,mazowieckie
1433062,Miedzna,węgrowski,mazowieckie
1433072,Sadowne,węgrowski,mazowieckie
1433082,Stoczek,węgrowski,mazowieckie
1433092,Wierzbno,węgrowski,mazowieckie
1434011,Kobyłka,wołomiński,mazowieckie
1434021,Marki,wołomiński,mazowieckie
1434031,Ząbki,wołomiński,mazowieckie
1434041,Zielonka,wołomiński,mazowieckie
1434052,Dąbrówka,wołomiński,mazowieckie
1434062,Jadów,wołomiński,mazowieckie
1434072,Klembów,wołomiński,mazowieckie
1434082,Poświętne,wołomiński,mazowieckie
1434093,Radzymin,wołomiński,mazowieckie
1434102,Strachówka,wołomiński,mazowieckie
1434113,Tłuszcz,wołomiński,mazowieckie
1434123,Wołomin,wołomiński,mazowieckie
1435012,Brańszczyk,wyszkowski,mazowieckie
1435022,Długosiodło,wyszkowski,mazowieckie
1435032,Rząśnik,wyszkowski,mazowieckie
1435042,Somianka,wyszkowski,mazowieckie
1435053,Wyszków,wyszkowski,mazowieckie
1435062,Zabrodzie,wyszkowski,mazowieckie
1436012,Kazanów,zwoleński,mazowieckie
1436022,Policzna,zwoleński,mazowieckie
1436032,Przyłęk,zwoleński,mazowieckie
1436042,Tczów,zwoleński,mazowieckie
1436053,Zwoleń,zwoleński,mazowieckie
1437013,Bieżuń,żuromiński,mazowieckie
1437022,Kuczbork-Osada,żuromiński,mazowieckie
1437033,Lubowidz,żuromiński,mazowieckie
1437042,Lutocin,żuromiński,mazowieckie
1437052,Siemiątkowo,żuromiński,mazowieckie
1437063,Żuromin,żuromiński,mazowieckie
1438011,Żyrardów,żyrardowski,mazowieckie
1438023,Mszczonów,żyrardowski,mazowieckie
1438032,Puszcza Mariańska,żyrardowski,mazowieckie
1438042,Radziejowice,żyrardowski,mazowieckie
1438053,Wiskitki,żyrardowski,mazowieckie
1461011,Ostrołęka,Ostrołęka,mazowieckie
1462011,Płock,Płock,mazowieckie
1463011,Radom,Radom,mazowieckie
1464011,Siedlce,Siedlce,mazowieckie
1465011,Warszawa,Warszawa,mazowieckie
1601011,Brzeg,brzeski,opolskie
1601022,Skarbimierz,brzeski,opolskie
1601033,Grodków,brzeski,opolskie
1601043,Lewin Brzeski,brzeski,opolskie
1601052,Lubsza,brzeski,opolskie
1601062,Olszanka,brzeski,opolskie
1602013,Baborów,głubczycki,opolskie
1602022,Branice,głubczycki,opolskie
1602033,Głubczyce,głubczycki,opolskie
1602043,Kietrz,głubczycki,opolskie
1603011,Kędzierzyn-Koźle,kędzierzyńsko-kozielski,opolskie
1603022,Bierawa,kędzierzyńsko-kozielski,opolskie
1603032,Cisek,kędzierzyńsko-kozielski,opolskie
1603042,Pawłowiczki,kędzierzyńsko-kozielski,opolskie
1603052,Polska Cerekiew,kędzierzyńsko-kozielski,opolskie
1603062,Reńska Wieś,kędzierzyńsko-kozielski,opolskie
1604013,Byczyna,kluczborski,opolskie
1604023,Kluczbork,kluczborski,opolskie
1604032,Lasowice Wielkie,kluczborski,opolskie
1604043,Wołczyn,kluczborski,opolskie
1605013,Gogolin,krapkowicki,opolskie
1605023,Krapkowice,krapkowicki,opolskie
1605032,Strzeleczki,krapkowicki,opolskie
1605042,Walce,krapkowicki,opolskie
1605053,Zdzieszowice,krapkowicki,opolskie
1606012,Domaszowice,namysłowski,opolskie
1606023,Namysłów,namysłowski,opolskie
1606032,Pokój,namysłowski,opolskie
1606042,Świerczów,namysłowski,opolskie
1606052,Wilków,namysłowski,opolskie
1607013,Głuchołazy,nyski,opolskie
1607022,Kamiennik,nyski,opolskie
1607033,Korfantów,nyski,opolskie
1607042,Łambinowice,nyski,opolskie
1607053,Nysa,nyski,opolskie
1607063,Otmuchów,nyski,opolskie
1607073,Paczków,nyski,opolskie
1607082,Pakosławice,nyski,opolskie
1607092,Skoroszyce,nyski,opolskie
1608013,Dobrodzień,oleski,opolskie
1608023,Gorzów Śląski,oleski,opolskie
1608033,Olesno,oleski,opolskie
1608043,Praszka,oleski,opolskie
1608052,Radłów,oleski,opolskie
1608062,Rudniki,oleski,opolskie
1608072,Zębowice,oleski,opolskie
1609012,Chrząstowice,opolski,opolskie
1609022,Dąbrowa,opolski,opolskie
1609032,Dobrzeń Wielki,opolski,opolskie
1609042,Komprachcice,opolski,opolskie
1609052,Łubniany,opolski,opolskie
1609062,Murów,opolski,opolskie
1609073,Niemodlin,opolski,opolskie
1609083,Ozimek,opolski,opolskie
1609092,Popielów,opolski,opolskie
1609103,Prószków,opolski,opolskie
1609112,Tarnów Opolski,opolski,opolskie
1609123,Tułowice,opolski,opolskie
1609132,Turawa,opolski,opolskie
1610013,Biała,prudnicki,opolskie
1610023,Głogówek,prudnicki,opolskie
1610032,Lubrza,prudnicki,opolskie
1610043,Prudnik,prudnicki,opolskie
1611012,Izbicko,strzelecki,opolskie
1611022,Jemielnica,strzelecki,opolskie
1611033,Kolonowskie,strzelecki,opolskie
1611043,Leśnica,strzelecki,opolskie
1611053,Strzelce Opolskie,strzelecki,opolskie
1611063,Ujazd,strzelecki,opolskie
1611073,Zawadzkie,strzelecki,opolskie
1661011,Opole,Opole,opolskie
1801032,Czarna,bieszczadzki,podkarpackie
1801052,Lutowiska,bieszczadzki,podkarpackie
1801083,Ustrzyki Dolne,bieszczadzki,podkarpackie
1802013,Brzozów,brzozowski,podkarpackie
1802022,Domaradz,brzozowski,podkarpackie
1802032,Dydnia,brzozowski,podkarpackie
1802042,Haczów,brzozowski,podkarpackie
1802052,Jasienica Rosielna,brzozowski,podkarpackie
1802062,Nozdrzec,brzozowski,podkarpackie
1803011,Dębica,dębicki,podkarpackie
1803023,Brzostek,dębicki,podkarpackie
1803032,Czarna,dębicki,podkarpackie
1803042,Dębica,dębicki,podkarpackie
1803052,Jodłowa,dębicki,podkarpackie
1803063,Pilzno,dębicki,podkarpackie
1803072,Żyraków,dębicki,podkarpackie
1804011,Jarosław,jarosławski,podkarpackie
1804021,Radymno,jarosławski,podkarpackie
1804032,Chłopice,jarosławski,podkarpackie
1804042,Jarosław,jarosławski,podkarpackie
1804052,Laszki,jarosławski,podkarpackie
1804062,Pawłosiów,jarosławski,podkarpackie
1804073,Pruchnik,jarosławski,podkarpackie
1804082,Radymno,jarosławski,podkarpackie
1804092,Rokietnica,jarosławski,podkarpackie
1804102,Roźwienica,jarosławski,podkarpackie
1804112,Wiązownica,jarosławski,podkarpackie
1805011,Jasło,jasielski,podkarpackie
1805022,Brzyska,jasielski,podkarpackie
1805032,Dębowiec,jasielski,podkarpackie
1805042,Jasło,jasielski,podkarpackie
1805053,Kołaczyce,jasielski,podkarpackie
1805062,Krempna,jasielski,podkarpackie
1805072,Nowy Żmigród,jasielski,podkarpackie
1805082,Osiek Jasielski,jasielski,podkarpackie
1805092,Skołyszyn,jasielski,podkarpackie
1805112,Tarnowiec,jasielski,podkarpackie
1806012,Cmolas,kolbuszowski,podkarpackie
1806023,Kolbuszowa,kolbuszowski,podkarpackie
1806032,Majdan Królewski,kolbuszowski,podkarpackie
1806042,Niwiska,kolbuszowski,podkarpackie
1806052,Raniżów,kolbuszowski,podkarpackie
1806062,Dzikowiec,kolbuszowski,podkarpackie
1807012,Chorkówka,krośnieński,podkarpackie
1807023,Dukla,krośnieński,podkarpackie
1807033,Iwonicz-Zdrój,krośnieński,podkarpackie
1807043,Jedlicze,krośnieński,podkarpackie
1807052,Korczyna,krośnieński,podkarpackie
1807062,Krościenko Wyżne,krośnieński,podkarpackie
1807072,Miejsce Piastowe,krośnieński,podkarpackie
1807083,Rymanów,krośnieński,podkarpackie
1807092,Wojaszówka,krośnieński,podkarpackie
1807102,Jaśliska,krośnieński,podkarpackie
1808011,Leżajsk,leżajski,podkarpackie
1808022,Grodzisko Dolne,leżajski,podkarpackie
1808032,Kuryłówka,leżajski,podkarpackie
1808042,Leżajsk,leżajski,podkarpackie
1808053,Nowa Sarzyna,leżajski,podkarpackie
1809011,Lubaczów,lubaczowski,podkarpackie
1809023,Cieszanów,lubaczowski,podkarpackie
1809032,Horyniec-Zdrój,lubaczowski,podkarpackie
1809042,Lubaczów,lubaczowski,podkarpackie
1809053,Narol,lubaczowski,podkarpackie
1809063,Oleszyce,lubaczowski,podkarpackie
1809072,Stary Dzików,lubaczowski,podkarpackie
1809082,Wielkie Oczy,lubaczowski,podkarpackie
1810011,Łańcut,łańcucki,podkarpackie
1810022,Białobrzegi,łańcucki,podkarpackie
1810032,Czarna,łańcucki,podkarpackie
1810042,Łańcut,łańcucki,podkarpackie
1810052,Markowa,łańcucki,podkarpackie
1810062,Rakszawa,łańcucki,podkarpackie
1810072,Żołynia,łańcucki,podkarpackie
1811011,Mielec,mielecki,podkarpackie
1811022,Borowa,mielecki,podkarpackie
1811032,Czermin,mielecki,podkarpackie
1811042,Gawłuszowice,mielecki,podkarpackie
1811052,Mielec,mielecki,podkarpackie
1811062,Padew Narodowa,mielecki,podkarpackie
1811073,Przecław,mielecki,podkarpackie
1811083,Radomyśl Wielki,mielecki,podkarpackie
1811092,Tuszów Narodowy,mielecki,podkarpackie
1811102,Wadowice Górne,mielecki,podkarpackie
1812012,Harasiuki,niżański,podkarpackie
1812022,Jarocin,niżański,podkarpackie
1812032,Jeżowe,niżański,podkarpackie
1812042,Krzeszów,niżański,podkarpackie
1812053,Nisko,niżański,podkarpackie
1812063,Rudnik nad Sanem,niżański,podkarpackie
1812073,Ulanów,niżański,podkarpackie
1813012,Bircza,przemyski,podkarpackie
1813023,Dubiecko,przemyski,podkarpackie
1813032,Fredropol,przemyski,podkarpackie
1813042,Krasiczyn,przemyski,podkarpackie
1813052,Krzywcza,przemyski,podkarpackie
1813062,Medyka,przemyski,podkarpackie
1813072,Orły,przemyski,podkarpackie
1813082,Przemyśl,przemyski,podkarpackie
1813092,Stubno,przemyski,podkarpackie
1813102,Żurawica,przemyski,podkarpackie
1814011,Przeworsk,przeworski,podkarpackie
1814022,Adamówka,przeworski,podkarpackie
1814032,Gać,przeworski,podkarpackie
1814042,Jawornik Polski,przeworski,podkarpackie
1814053,Kańczuga,przeworski,podkarpackie
1814062,Przeworsk,przeworski,podkarpackie
1814073,Sieniawa,przeworski,podkarpackie
1814082,Tryńcza,przeworski,podkarpackie
1814092,Zarzecze,przeworski,podkarpackie
1815012,Iwierzyce,ropczycko-sędziszowski,podkarpackie
1815022,Ostrów,ropczycko-sędziszowski,podkarpackie
1815033,Ropczyce,ropczycko-sędziszowski,podkarpackie
1815043,Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie
1815052,Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie
1816011,Dynów,rzeszowski,podkarpackie
1816023,Błażowa,rzeszowski,podkarpackie
1816033,Boguchwała,rzeszowski,podkarpackie
1816042,Chmielnik,rzeszowski,podkarpackie
1816052,Dynów,rzeszowski,podkarpackie
1816063,Głogów Małopolski,rzeszowski,podkarpackie
1816072,Hyżne,rzeszowski,podkarpackie
1816082,Kamień,rzeszowski,podkarpackie
1816092,Krasne,rzeszowski,podkarpackie
1816102,Lubenia,rzeszowski,podkarpackie
1816113,Sokołów Małopolski,rzeszowski,podkarpackie
1816122,Świlcza,rzeszowski,podkarpackie
1816132,Trzebownisko,rzeszowski,podkarpackie
1816143,Tyczyn,rzeszowski,podkarpackie
1817011,Sanok,sanocki,podkarpackie
1817022,Besko,sanocki,podkarpackie
1817032,Bukowsko,sanocki,podkarpackie
1817042,Komańcza,sanocki,podkarpackie
1817052,Sanok,sanocki,podkarpackie
1817062,Tyrawa Wołoska,sanocki,podkarpackie
1817073,Zagórz,sanocki,podkarpackie
1817082,Zarszyn,sanocki,podkarpackie
1818011,Stalowa Wola,stalowowolski,podkarpackie
1818022,Bojanów,stalowowolski,podkarpackie
1818032,Pysznica,stalowowolski,podkarpackie
1818042,Radomyśl nad Sanem,stalowowolski,podkarpackie
1818053,Zaklików,stalowowolski,podkarpackie
1818062,Zaleszany,stalowowolski,podkarpackie
1819012,Czudec,strzyżowski,podkarpackie
1819022,Frysztak,strzyżowski,podkarpackie
1819032,Niebylec,strzyżowski,podkarpackie
1819043,Strzyżów,strzyżowski,podkarpackie
1819052,Wiśniowa,strzyżowski,podkarpackie
1820013,Baranów Sandomierski,tarnobrzeski,podkarpackie
1820022,Gorzyce,tarnobrzeski,podkarpackie
1820032,Grębów,tarnobrzeski,podkarpackie
1820043,Nowa Dęba,tarnobrzeski,podkarpackie
1821012,Baligród,leski,podkarpackie
1821022,Cisna,leski,podkarpackie
1821033,Lesko,leski,podkarpackie
1821042,Olszanica,leski,podkarpackie
1821052,Solina,leski,podkarpackie
1861011,Krosno,Krosno,podkarpackie
1862011,Przemyśl,Przemyśl,podkarpackie
1863011,Rzeszów,Rzeszów,podkarpackie
1864011,Tarnobrzeg,Tarnobrzeg,podkarpackie
2001011,Augustów,augustowski,podlaskie
2001022,Augustów,augustowski,podlaskie
2001032,Bargłów Kościelny,augustowski,podlaskie
2001043,Lipsk,augustowski,podlaskie
2001052,Nowinka,augustowski,podlaskie
2001062,Płaska,augustowski,podlaskie
2001072,Sztabin,augustowski,podlaskie
2002013,Choroszcz,białostocki,podlaskie
2002023,Czarna Białostocka,białostocki,podlaskie
2002032,Dobrzyniewo Duże,białostocki,podlaskie
2002042,Gródek,białostocki,podlaskie
2002052,Juchnowiec Kościelny,białostocki,podlaskie
2002063,Łapy,białostocki,podlaskie
2002073,Michałowo,białostocki,podlaskie
2002082,Poświętne,białostocki,podlaskie
2002093,Supraśl,białostocki,podlaskie
2002103,Suraż,białostocki,podlaskie
2002112,Turośń Kościelna,białostocki,podlaskie
2002123,Tykocin,białostocki,podlaskie
2002133,Wasilków,białostocki,podlaskie
2002143,Zabłudów,białostocki,podlaskie
2002152,Zawady,białostocki,podlaskie
2003011,Bielsk Podlaski,bielski,podlaskie
2003021,Brańsk,bielski,podlaskie
2003032,Bielsk Podlaski,bielski,podlaskie
2003042,Boćki,bielski,podlaskie
2003052,Brańsk,bielski,podlaskie
2003062,Orla,bielski,podlaskie
2003072,Rudka,bielski,podlaskie
2003082,Wyszki,bielski,podlaskie
2004011,Grajewo,grajewski,podlaskie
2004022,Grajewo,grajewski,podlaskie
2004032,Radziłów,grajewski,podlaskie
2004043,Rajgród,grajewski,podlaskie
2004053,Szczuczyn,grajewski,podlaskie
2004062,Wąsosz,grajewski,podlaskie
2005011,Hajnówka,hajnowski,podlaskie
2005022,Białowieża,hajnowski,podlaskie
2005032,Czeremcha,hajnowski,podlaskie
2005042,Czyże,hajnowski,podlaskie
2005052,Dubicze Cerkiewne,hajnowski,podlaskie
2005062,Hajnówka,hajnowski,podlaskie
2005073,Kleszczele,hajnowski,podlaskie
2005082,Narew,hajnowski,podlaskie
2005092,Narewka,hajnowski,podlaskie
2006011,Kolno,kolneński,podlaskie
2006022,Grabowo,kolneński,podlaskie
2006032,Kolno,kolneński,podlaskie
2006042,Mały Płock,kolneński,podlaskie
2006053,Stawiski,kolneński,podlaskie
2006062,Turośl,kolneński,podlaskie
2007013,Jedwabne,łomżyński,podlaskie
2007022,Łomża,łomżyński,podlaskie
2007032,Miastkowo,łomżyński,podlaskie
2007043,Nowogród,łomżyński,podlaskie
2007052,Piątnica,łomżyński,podlaskie
2007062,Przytuły,łomżyński,podlaskie
2007072,Śniadowo,łomżyński,podlaskie
2007082,Wizna,łomżyński,podlaskie
2007092,Zbójna,łomżyński,podlaskie
2008013,Goniądz,moniecki,podlaskie
2008022,Jasionówka,moniecki,podlaskie
2008032,Jaświły,moniecki,podlaskie
2008043,Knyszyn,moniecki,podlaskie
2008052,Krypno,moniecki,podlaskie
2008063,Mońki,moniecki,podlaskie
2008072,Trzcianne,moniecki,podlaskie
2009011,Sejny,sejneński,podlaskie
2009022,Giby,sejneński,podlaskie
2009032,Krasnopol,sejneński,podlaskie
2009042,Puńsk,sejneński,podlaskie
2009052,Sejny,sejneński,podlaskie
2010011,Siemiatycze,siemiatycki,podlaskie
2010023,Drohiczyn,siemiatycki,podlaskie
2010032,Dziadkowice,siemiatycki,podlaskie
2010042,Grodzisk,siemiatycki,podlaskie
2010052,Mielnik,siemiatycki,podlaskie
2010062,Milejczyce,siemiatycki,podlaskie
2010072,Nurzec-Stacja,siemiatycki,podlaskie
2010082,Perlejewo,siemiatycki,podlaskie
2010092,Siemiatycze,siemiatycki,podlaskie
2011013,Dąbrowa Białostocka,sokólski,podlaskie
2011022,Janów,sokólski,podlaskie
2011032,Korycin,sokólski,podlaskie
2011043,Krynki,sokólski,podlaskie
2011052,Kuźnica,sokólski,podlaskie
2011062,Nowy Dwór,sokólski,podlaskie
2011072,Sidra,sokólski,podlaskie
2011083,Sokółka,sokólski,podlaskie
2011093,Suchowola,sokólski,podlaskie
2011102,Szudziałowo,sokólski,podlaskie
2012012,Bakałarzewo,suwalski,podlaskie
2012022,Filipów,suwalski,podlaskie
2012032,Jeleniewo,suwalski,podlaskie
2012042,Przerośl,suwalski,podlaskie
2012052,Raczki,suwalski,podlaskie
2012062,Rutka-Tartak,suwalski,podlaskie
2012072,Suwałki,suwalski,podlaskie
2012082,Szypliszki,suwalski,podlaskie
2012092,Wiżajny,suwalski,podlaskie
2013011,Wysokie Mazowieckie,wysokomazowiecki,podlaskie
2013023,Ciechanowiec,wysokomazowiecki,podlaskie
2013033,Czyżew,wysokomazowiecki,podlaskie
2013042,Klukowo,wysokomazowiecki,podlaskie
2013052,Kobylin-Borzymy,wysokomazowiecki,podlaskie
2013062,Kulesze Kościelne,wysokomazowiecki,podlaskie
2013072,Nowe Piekuty,wysokomazowiecki,podlaskie
2013082,Sokoły,wysokomazowiecki,podlaskie
2013093,Szepietowo,wysokomazowiecki,podlaskie
2013102,Wysokie Mazowieckie,wysokomazowiecki,podlaskie
2014011,Zambrów,zambrowski,podlaskie
2014022,Kołaki Kościelne,zambrowski,podlaskie
2014032,Rutki,zambrowski,podlaskie
2014042,Szumowo,zambrowski,podlaskie
2014052,Zambrów,zambrowski,podlaskie
2061011,Białystok,Białystok,podlaskie
2062011,Łomża,Łomża,podlaskie
2063011,Suwałki,Suwałki,podlaskie
2201012,Borzytuchom,bytowski,pomorskie
2201023,Bytów,bytowski,pomorskie
2201032,Czarna Dąbrówka,bytowski,pomorskie
2201042,Kołczygłowy,bytowski,pomorskie
2201052,Lipnica,bytowski,pomorskie
2201063,Miastko,bytowski,pomorskie
2201072,Parchowo,bytowski,pomorskie
2201082,Studzienice,bytowski,pomorskie
2201092,Trzebielino,bytowski,pomorskie
2201102,Tuchomie,bytowski,pomorskie
2202011,Chojnice,chojnicki,pomorskie
2202023,Brusy,chojnicki,pomorskie
2202032,Chojnice,chojnicki,pomorskie
2202043,Czersk,chojnicki,pomorskie
2202052,Konarzyny,chojnicki,pomorskie
2203011,Człuchów,człuchowski,pomorskie
2203023,Czarne,człuchowski,pomorskie
2203032,Człuchów,człuchowski,pomorskie
2203043,Debrzno,człuchowski,pomorskie
2203052,Koczała,człuchowski,pomorskie
2203062,Przechlewo,człuchowski,pomorskie
2203072,Rzeczenica,człuchowski,pomorskie
2204011,Pruszcz Gdański,gdański,pomorskie
2204022,Cedry Wielkie,gdański,pomorskie
2204032,Kolbudy,gdański,pomorskie
2204042,Pruszcz Gdański,gdański,pomorskie
2204052,Przywidz,gdański,pomorskie
2204062,Pszczółki,gdański,pomorskie
2204072,Suchy Dąb,gdański,pomorskie
2204082,Trąbki Wielkie,gdański,pomorskie
2205012,Chmielno,kartuski,pomorskie
2205023,Kartuzy,kartuski,pomorskie
2205032,Przodkowo,kartuski,pomorskie
2205042,Sierakowice,kartuski,pomorskie
2205052,Somonino,kartuski,pomorskie
2205062,Stężyca,kartuski,pomorskie
2205072,Sulęczyno,kartuski,pomorskie
2205083,Żukowo,kartuski,pomorskie
2206011,Kościerzyna,kościerski,pomorskie
2206022,Dziemiany,kościerski,pomorskie
2206032,Karsin,kościerski,pomorskie
2206042,Kościerzyna,kościerski,pomorskie
2206052,Liniewo,kościerski,pomorskie
2206062,Lipusz,kościerski,pomorskie
2206072,Nowa Karczma,kościerski,pomorskie
2206082,Stara Kiszewa,kościerski,pomorskie
2207011,Kwidzyn,kwidzyński,pomorskie
2207022,Gardeja,kwidzyński,pomorskie
2207032,Kwidzyn,kwidzyński,pomorskie
2207043,Prabuty,kwidzyński,pomorskie
2207052,Ryjewo,kwidzyński,pomorskie
2207062,Sadlinki,kwidzyński,pomorskie
2208011,Lębork,lęborski,pomorskie
2208021,Łeba,lęborski,pomorskie
2208032,Cewice,lęborski,pomorskie
2208042,Nowa Wieś Lęborska,lęborski,pomorskie
2208052,Wicko,lęborski,pomorskie
2209011,Malbork,malborski,pomorskie
2209032,Lichnowy,malborski,pomorskie
2209042,Malbork,malborski,pomorskie
2209062,Miłoradz,malborski,pomorskie
2209073,Nowy Staw,malborski,pomorskie
2209082,Stare Pole,malborski,pomorskie
2210011,Krynica Morska,nowodworski,pomorskie
2210023,Nowy Dwór Gdański,nowodworski,pomorskie
2210032,Ostaszewo,nowodworski,pomorskie
2210042,Stegna,nowodworski,pomorskie
2210052,Sztutowo,nowodworski,pomorskie
2211011,Hel,pucki,pomorskie
2211023,Jastarnia,pucki,pomorskie
2211031,Puck,pucki,pomorskie
2211043,Władysławowo,pucki,pomorskie
2211052,Kosakowo,pucki,pomorskie
2211062,Krokowa,pucki,pomorskie
2211072,Puck,pucki,pomorskie
2212011,Ustka,słupski,pomorskie
2212022,Damnica,słupski,pomorskie
2212032,Dębnica Kaszubska,słupski,pomorskie
2212042,Główczyce,słupski,pomorskie
2212053,Kępice,słupski,pomorskie
2212062,Kobylnica,słupski,pomorskie
2212072,Potęgowo,słupski,pomorskie
2212082,Słupsk,słupski,pomorskie
2212092,Smołdzino,słupski,pomorskie
2212102,Ustka,słupski,pomorskie
2213013,Czarna Woda,starogardzki,pomorskie
2213021,Skórcz,starogardzki,pomorskie
2213031,Starogard Gdański,starogardzki,pomorskie
2213042,Bobowo,starogardzki,pomorskie
2213052,Kaliska,starogardzki,pomorskie
2213062,Lubichowo,starogardzki,pomorskie
2213072,Osieczna,starogardzki,pomorskie
2213082,Osiek,starogardzki,pomorskie
2213093,Skarszewy,starogardzki,pomorskie
2213102,Skórcz,starogardzki,pomorskie
2213112,Smętowo Graniczne,starogardzki,pomorskie
2213122,Starogard Gdański,starogardzki,pomorskie
2213132,Zblewo,starogardzki,pomorskie
2214011,Tczew,tczewski,pomorskie
2214023,Gniew,tczewski,pomorskie
2214032,Morzeszczyn,tczewski,pomorskie
2214043,Pelplin,tczewski,pomorskie
2214052,Subkowy,tczewski,pomorskie
2214062,Tczew,tczewski,pomorskie
2215011,Reda,wejherowski,pomorskie
2215021,Rumia,wejherowski,pomorskie
2215031,Wejherowo,wejherowski,pomorskie
2215042,Choczewo,wejherowski,pomorskie
2215052,Gniewino,wejherowski,pomorskie
2215062,Linia,wejherowski,pomorskie
2215072,Luzino,wejherowski,pomorskie
2215082,Łęczyce,wejherowski,pomorskie
2215092,Szemud,wejherowski,pomorskie
2215102,Wejherowo,wejherowski,pomorskie
2216013,Dzierzgoń,sztumski,pomorskie
2216022,Mikołajki Pomorskie,sztumski,pomorskie
2216032,Stary Dzierzgoń,sztumski,pomorskie
2216042,Stary Targ,sztumski,pomorskie
2216053,Sztum,sztumski,pomorskie
2261011,Gdańsk,Gdańsk,pomorskie
2262011,Gdynia,Gdynia,pomorskie
2263011,Słupsk,Słupsk,pomorskie
2264011,Sopot,Sopot,pomorskie
2401011,Będzin,będziński,śląskie
2401021,Czeladź,będziński,śląskie
2401031,Wojkowice,będziński,śląskie
2401042,Bobrowniki,będziński,śląskie
2401052,Mierzęcice,będziński,śląskie
2401062,Psary,będziński,śląskie
2401073,Siewierz,będziński,śląskie
2401081,Sławków,będziński,śląskie
2402011,Szczyrk,bielski,śląskie
2402022,Bestwina,bielski,śląskie
2402032,Buczkowice,bielski,śląskie
2402043,Czechowice-Dziedzice,bielski,śląskie
2402052,Jasienica,bielski,śląskie
2402062,Jaworze,bielski,śląskie
